order_id,order_date,customer_id,product_id,quantity,discount,channel,revenue,cost,profit
ORD04104,2022-06-20,C0070,P006,1,0.0,Online,44.42,18.03,26.39
ORD04841,2022-06-20,C0360,P003,1,0.2,Retail,84.3,70.85,13.45
ORD01127,2022-06-20,C0449,P009,4,0.0,Wholesale,993.04,514.6,478.44
ORD03662,2022-06-21,C0132,P011,2,0.0,Direct Sales,729.64,497.24,232.4
ORD01863,2022-06-21,C0194,P016,2,0.0,Online,743.1,493.88,249.22
ORD04566,2022-06-21,C0240,P016,4,0.05,Retail,1411.89,987.76,424.13
ORD00485,2022-06-21,C0058,P003,1,0.1,Direct Sales,94.83,70.85,23.98
ORD03828,2022-06-22,C0469,P003,2,0.1,Online,189.67,141.7,47.97
ORD03067,2022-06-22,C0395,P014,4,0.05,Direct Sales,640.11,351.48,288.63
ORD02729,2022-06-22,C0253,P001,1,0.0,Retail,380.94,156.07,224.87
ORD02193,2022-06-22,C0103,P017,1,0.1,Online,77.63,35.37,42.26
ORD04150,2022-06-22,C0121,P011,5,0.0,Retail,1824.1,1243.1,581.0
ORD02921,2022-06-22,C0227,P010,3,0.05,Retail,838.95,535.38,303.57
ORD01138,2022-06-22,C0183,P014,1,0.15,Online,143.18,87.87,55.31
ORD01081,2022-06-23,C0008,P006,1,0.05,Online,42.2,18.03,24.17
ORD02981,2022-06-23,C0092,P020,1,0.0,Online,506.13,276.85,229.28
ORD02596,2022-06-23,C0404,P016,1,0.1,Retail,334.4,246.94,87.46
ORD00061,2022-06-23,C0258,P010,2,0.05,Retail,559.3,356.92,202.38
ORD01012,2022-06-23,C0069,P004,2,0.1,Online,137.48,65.3,72.18
ORD01413,2022-06-23,C0143,P009,2,0.0,Online,496.52,257.3,239.22
ORD04120,2022-06-24,C0293,P012,2,0.0,Wholesale,431.22,247.88,183.34
ORD01639,2022-06-24,C0049,P019,2,0.15,Retail,310.32,257.6,52.72
ORD00538,2022-06-24,C0009,P012,1,0.0,Wholesale,215.61,123.94,91.67
ORD04201,2022-06-24,C0056,P009,1,0.1,Retail,223.43,128.65,94.78
ORD03084,2022-06-24,C0486,P018,1,0.0,Online,877.61,386.6,491.01
ORD02199,2022-06-25,C0456,P017,1,0.2,Retail,69.01,35.37,33.64
ORD03660,2022-06-25,C0388,P011,1,0.1,Direct Sales,328.34,248.62,79.72
ORD03282,2022-06-26,C0493,P009,1,0.05,Retail,235.85,128.65,107.2
ORD03627,2022-06-26,C0319,P007,1,0.15,Retail,442.27,334.65,107.62
ORD01227,2022-06-26,C0159,P005,1,0.0,Direct Sales,525.45,244.43,281.02
ORD03424,2022-06-26,C0224,P001,4,0.15,Direct Sales,1295.2,624.28,670.92
ORD01990,2022-06-26,C0295,P020,2,0.0,Online,1012.26,553.7,458.56
ORD04972,2022-06-27,C0257,P008,1,0.0,Retail,122.99,80.91,42.08
ORD04418,2022-06-27,C0160,P012,1,0.15,Online,183.27,123.94,59.33
ORD04755,2022-06-28,C0025,P014,3,0.0,Retail,505.35,263.61,241.74
ORD02714,2022-06-28,C0491,P013,1,0.1,Wholesale,379.12,187.87,191.25
ORD03573,2022-06-29,C0128,P001,2,0.0,Retail,761.88,312.14,449.74
ORD02417,2022-06-29,C0481,P009,3,0.0,Direct Sales,744.78,385.95,358.83
ORD03334,2022-06-29,C0124,P018,2,0.05,Direct Sales,1667.46,773.2,894.26
ORD03474,2022-06-29,C0176,P010,1,0.0,Wholesale,294.37,178.46,115.91
ORD01530,2022-06-30,C0287,P018,1,0.0,Direct Sales,877.61,386.6,491.01
ORD04388,2022-06-30,C0229,P011,1,0.0,Direct Sales,364.82,248.62,116.2
ORD04584,2022-07-01,C0076,P018,2,0.0,Retail,1755.22,773.2,982.02
ORD03989,2022-07-01,C0149,P014,1,0.0,Retail,168.45,87.87,80.58
ORD00708,2022-07-01,C0052,P014,1,0.05,Online,160.03,87.87,72.16
ORD00251,2022-07-01,C0247,P007,1,0.0,Retail,520.32,334.65,185.67
ORD01562,2022-07-01,C0215,P015,1,0.1,Online,294.11,241.04,53.07
ORD02862,2022-07-01,C0096,P018,2,0.05,Wholesale,1667.46,773.2,894.26
ORD02131,2022-07-02,C0418,P008,4,0.0,Online,491.96,323.64,168.32
ORD01597,2022-07-02,C0294,P013,3,0.0,Retail,1263.72,563.61,700.11
ORD04877,2022-07-02,C0123,P004,1,0.0,Retail,76.38,32.65,43.73
ORD01975,2022-07-02,C0279,P014,1,0.05,Wholesale,160.03,87.87,72.16
ORD00121,2022-07-02,C0024,P005,2,0.1,Online,945.81,488.86,456.95
ORD00049,2022-07-03,C0021,P006,3,0.1,Direct Sales,119.93,54.09,65.84
ORD00220,2022-07-03,C0253,P008,1,0.0,Retail,122.99,80.91,42.08
ORD00410,2022-07-03,C0231,P020,5,0.05,Retail,2404.12,1384.25,1019.87
ORD02480,2022-07-03,C0020,P011,2,0.0,Online,729.64,497.24,232.4
ORD00859,2022-07-03,C0065,P017,2,0.15,Wholesale,146.64,70.74,75.9
ORD02515,2022-07-03,C0229,P019,1,0.0,Retail,182.54,128.8,53.74
ORD00838,2022-07-03,C0290,P005,4,0.0,Online,2101.8,977.72,1124.08
ORD01435,2022-07-04,C0297,P008,4,0.0,Retail,491.96,323.64,168.32
ORD02786,2022-07-04,C0479,P019,5,0.0,Direct Sales,912.7,644.0,268.7
ORD04270,2022-07-05,C0459,P014,4,0.0,Direct Sales,673.8,351.48,322.32
ORD04600,2022-07-05,C0055,P017,4,0.1,Retail,310.54,141.48,169.06
ORD04421,2022-07-05,C0500,P006,1,0.1,Retail,39.98,18.03,21.95
ORD04336,2022-07-05,C0452,P011,1,0.0,Wholesale,364.82,248.62,116.2
ORD01429,2022-07-06,C0127,P016,5,0.0,Direct Sales,1857.75,1234.7,623.05
ORD03788,2022-07-06,C0024,P007,4,0.05,Online,1977.22,1338.6,638.62
ORD01809,2022-07-06,C0240,P007,1,0.05,Online,494.3,334.65,159.65
ORD04911,2022-07-06,C0381,P007,1,0.0,Online,520.32,334.65,185.67
ORD00440,2022-07-06,C0436,P010,1,0.2,Wholesale,235.5,178.46,57.04
ORD04113,2022-07-07,C0238,P008,4,0.05,Online,467.36,323.64,143.72
ORD03295,2022-07-08,C0447,P006,1,0.05,Retail,42.2,18.03,24.17
ORD03135,2022-07-08,C0120,P015,2,0.2,Online,522.86,482.08,40.78
ORD01745,2022-07-08,C0411,P004,2,0.1,Retail,137.48,65.3,72.18
ORD04765,2022-07-08,C0436,P016,3,0.0,Wholesale,1114.65,740.82,373.83
ORD03720,2022-07-08,C0019,P019,1,0.0,Direct Sales,182.54,128.8,53.74
ORD00993,2022-07-08,C0376,P008,3,0.05,Retail,350.52,242.73,107.79
ORD00314,2022-07-08,C0300,P007,1,0.0,Retail,520.32,334.65,185.67
ORD01186,2022-07-08,C0308,P008,2,0.0,Retail,245.98,161.82,84.16
ORD03035,2022-07-09,C0412,P020,4,0.0,Wholesale,2024.52,1107.4,917.12
ORD01469,2022-07-09,C0209,P015,5,0.15,Direct Sales,1388.86,1205.2,183.66
ORD01802,2022-07-09,C0288,P008,4,0.0,Online,491.96,323.64,168.32
ORD03205,2022-07-09,C0030,P017,1,0.1,Retail,77.63,35.37,42.26
ORD04896,2022-07-10,C0114,P004,1,0.05,Online,72.56,32.65,39.91
ORD01085,2022-07-10,C0265,P013,1,0.0,Online,421.24,187.87,233.37
ORD03776,2022-07-10,C0320,P016,2,0.05,Retail,705.94,493.88,212.06
ORD02852,2022-07-10,C0467,P016,4,0.0,Retail,1486.2,987.76,498.44
ORD04678,2022-07-10,C0185,P019,1,0.0,Wholesale,182.54,128.8,53.74
ORD03070,2022-07-10,C0256,P012,3,0.05,Online,614.49,371.82,242.67
ORD00319,2022-07-11,C0276,P009,2,0.2,Retail,397.22,257.3,139.92
ORD02665,2022-07-11,C0404,P015,1,0.05,Retail,310.45,241.04,69.41
ORD02925,2022-07-11,C0368,P004,3,0.2,Retail,183.31,97.95,85.36
ORD01423,2022-07-11,C0343,P009,4,0.0,Online,993.04,514.6,478.44
ORD02691,2022-07-12,C0211,P003,3,0.0,Retail,316.11,212.55,103.56
ORD00114,2022-07-12,C0352,P015,1,0.0,Retail,326.79,241.04,85.75
ORD03169,2022-07-12,C0172,P005,1,0.0,Wholesale,525.45,244.43,281.02
ORD00338,2022-07-12,C0005,P014,2,0.0,Wholesale,336.9,175.74,161.16
ORD02509,2022-07-12,C0421,P004,1,0.0,Retail,76.38,32.65,43.73
ORD00489,2022-07-12,C0384,P007,5,0.0,Online,2601.6,1673.25,928.35
ORD01974,2022-07-12,C0470,P006,2,0.2,Retail,71.07,36.06,35.01
ORD00567,2022-07-13,C0043,P001,1,0.0,Wholesale,380.94,156.07,224.87
ORD04978,2022-07-13,C0472,P015,2,0.0,Retail,653.58,482.08,171.5
ORD04024,2022-07-13,C0024,P008,1,0.2,Retail,98.39,80.91,17.48
ORD00487,2022-07-13,C0024,P001,1,0.05,Wholesale,361.89,156.07,205.82
ORD04406,2022-07-13,C0433,P019,1,0.1,Online,164.29,128.8,35.49
ORD03978,2022-07-13,C0408,P001,2,0.0,Online,761.88,312.14,449.74
ORD04687,2022-07-13,C0081,P004,1,0.0,Wholesale,76.38,32.65,43.73
ORD04535,2022-07-14,C0280,P004,1,0.0,Wholesale,76.38,32.65,43.73
ORD00222,2022-07-14,C0323,P019,3,0.0,Direct Sales,547.62,386.4,161.22
ORD00566,2022-07-14,C0088,P004,5,0.15,Direct Sales,324.61,163.25,161.36
ORD02707,2022-07-14,C0308,P014,5,0.0,Direct Sales,842.25,439.35,402.9
ORD01018,2022-07-15,C0136,P013,5,0.05,Online,2000.89,939.35,1061.54
ORD03560,2022-07-16,C0155,P007,1,0.05,Direct Sales,494.3,334.65,159.65
ORD00714,2022-07-16,C0295,P014,2,0.15,Wholesale,286.36,175.74,110.62
ORD03330,2022-07-16,C0196,P018,5,0.0,Wholesale,4388.05,1933.0,2455.05
ORD01422,2022-07-16,C0181,P002,4,0.0,Wholesale,2385.56,1181.92,1203.64
ORD01638,2022-07-16,C0225,P018,1,0.0,Wholesale,877.61,386.6,491.01
ORD01552,2022-07-16,C0307,P006,2,0.2,Online,71.07,36.06,35.01
ORD03919,2022-07-17,C0379,P006,1,0.05,Direct Sales,42.2,18.03,24.17
ORD02015,2022-07-17,C0228,P015,3,0.0,Wholesale,980.37,723.12,257.25
ORD01755,2022-07-17,C0463,P018,2,0.0,Wholesale,1755.22,773.2,982.02
ORD01738,2022-07-17,C0461,P005,2,0.05,Wholesale,998.36,488.86,509.5
ORD04929,2022-07-17,C0067,P004,1,0.2,Direct Sales,61.1,32.65,28.45
ORD03482,2022-07-17,C0269,P012,1,0.0,Wholesale,215.61,123.94,91.67
ORD03168,2022-07-18,C0225,P009,1,0.0,Online,248.26,128.65,119.61
ORD00295,2022-07-18,C0303,P007,1,0.15,Direct Sales,442.27,334.65,107.62
ORD03034,2022-07-18,C0111,P010,3,0.0,Direct Sales,883.11,535.38,347.73
ORD04296,2022-07-18,C0285,P002,1,0.05,Online,566.57,295.48,271.09
ORD00813,2022-07-18,C0458,P014,1,0.0,Retail,168.45,87.87,80.58
ORD02101,2022-07-18,C0380,P011,1,0.15,Wholesale,310.1,248.62,61.48
ORD04292,2022-07-18,C0372,P004,3,0.0,Retail,229.14,97.95,131.19
ORD03018,2022-07-18,C0458,P014,3,0.0,Wholesale,505.35,263.61,241.74
ORD04062,2022-07-19,C0137,P013,1,0.05,Online,400.18,187.87,212.31
ORD01690,2022-07-19,C0490,P006,4,0.1,Retail,159.91,72.12,87.79
ORD02766,2022-07-19,C0391,P020,2,0.0,Online,1012.26,553.7,458.56
ORD02934,2022-07-20,C0053,P008,3,0.05,Retail,350.52,242.73,107.79
ORD01144,2022-07-20,C0447,P018,1,0.0,Retail,877.61,386.6,491.01
ORD02230,2022-07-20,C0276,P005,1,0.0,Wholesale,525.45,244.43,281.02
ORD01904,2022-07-21,C0409,P019,2,0.0,Direct Sales,365.08,257.6,107.48
ORD04782,2022-07-22,C0114,P009,3,0.0,Wholesale,744.78,385.95,358.83
ORD02519,2022-07-22,C0317,P019,2,0.1,Online,328.57,257.6,70.97
ORD03608,2022-07-22,C0385,P005,1,0.05,Online,499.18,244.43,254.75
ORD03077,2022-07-22,C0056,P015,2,0.15,Wholesale,555.54,482.08,73.46
ORD04308,2022-07-23,C0037,P003,5,0.05,Online,500.51,354.25,146.26
ORD04438,2022-07-23,C0407,P014,5,0.1,Wholesale,758.02,439.35,318.67
ORD02632,2022-07-23,C0216,P020,3,0.0,Retail,1518.39,830.55,687.84
ORD02740,2022-07-23,C0341,P019,1,0.0,Retail,182.54,128.8,53.74
ORD00669,2022-07-23,C0351,P009,1,0.05,Online,235.85,128.65,107.2
ORD02744,2022-07-23,C0349,P020,2,0.0,Retail,1012.26,553.7,458.56
ORD02561,2022-07-23,C0068,P007,1,0.0,Retail,520.32,334.65,185.67
ORD04816,2022-07-24,C0067,P015,2,0.0,Retail,653.58,482.08,171.5
ORD00740,2022-07-24,C0194,P012,3,0.0,Online,646.83,371.82,275.01
ORD01308,2022-07-24,C0318,P006,2,0.15,Online,75.51,36.06,39.45
ORD04352,2022-07-24,C0141,P011,4,0.05,Retail,1386.32,994.48,391.84
ORD02747,2022-07-24,C0328,P010,1,0.0,Direct Sales,294.37,178.46,115.91
ORD01534,2022-07-24,C0071,P016,2,0.0,Online,743.1,493.88,249.22
ORD03127,2022-07-24,C0326,P004,3,0.1,Direct Sales,206.23,97.95,108.28
ORD04669,2022-07-24,C0392,P014,2,0.05,Direct Sales,320.05,175.74,144.31
ORD02418,2022-07-24,C0091,P006,2,0.1,Online,79.96,36.06,43.9
ORD04521,2022-07-25,C0464,P006,4,0.0,Online,177.68,72.12,105.56
ORD03973,2022-07-25,C0465,P012,1,0.05,Direct Sales,204.83,123.94,80.89
ORD04738,2022-07-25,C0144,P004,5,0.0,Direct Sales,381.9,163.25,218.65
ORD01541,2022-07-25,C0483,P008,1,0.05,Retail,116.84,80.91,35.93
ORD04354,2022-07-26,C0024,P012,1,0.05,Retail,204.83,123.94,80.89
ORD00356,2022-07-26,C0312,P003,2,0.0,Retail,210.74,141.7,69.04
ORD01824,2022-07-26,C0361,P001,3,0.0,Retail,1142.82,468.21,674.61
ORD04807,2022-07-26,C0206,P007,2,0.15,Retail,884.54,669.3,215.24
ORD01898,2022-07-27,C0092,P017,2,0.15,Retail,146.64,70.74,75.9
ORD04023,2022-07-27,C0092,P013,1,0.0,Online,421.24,187.87,233.37
ORD04220,2022-07-27,C0135,P001,3,0.1,Online,1028.54,468.21,560.33
ORD00832,2022-07-27,C0201,P005,2,0.05,Direct Sales,998.36,488.86,509.5
ORD03124,2022-07-27,C0488,P018,2,0.05,Direct Sales,1667.46,773.2,894.26
ORD00598,2022-07-28,C0367,P012,1,0.0,Direct Sales,215.61,123.94,91.67
ORD02344,2022-07-28,C0408,P013,4,0.05,Online,1600.71,751.48,849.23
ORD01066,2022-07-28,C0317,P019,1,0.15,Online,155.16,128.8,26.36
ORD01823,2022-07-28,C0259,P004,4,0.0,Wholesale,305.52,130.6,174.92
ORD01418,2022-07-28,C0214,P020,2,0.05,Direct Sales,961.65,553.7,407.95
ORD02815,2022-07-29,C0311,P016,2,0.0,Online,743.1,493.88,249.22
ORD02165,2022-07-29,C0147,P007,1,0.05,Retail,494.3,334.65,159.65
ORD01005,2022-07-30,C0394,P016,2,0.0,Online,743.1,493.88,249.22
ORD03064,2022-07-30,C0020,P011,1,0.1,Retail,328.34,248.62,79.72
ORD04806,2022-07-30,C0313,P008,1,0.0,Wholesale,122.99,80.91,42.08
ORD01122,2022-07-30,C0485,P005,1,0.1,Retail,472.9,244.43,228.47
ORD00913,2022-07-30,C0434,P020,2,0.0,Online,1012.26,553.7,458.56
ORD00098,2022-07-31,C0443,P018,3,0.0,Wholesale,2632.83,1159.8,1473.03
ORD03045,2022-07-31,C0483,P008,1,0.0,Wholesale,122.99,80.91,42.08
ORD01951,2022-07-31,C0257,P004,4,0.1,Online,274.97,130.6,144.37
ORD02497,2022-08-01,C0484,P003,1,0.1,Wholesale,94.83,70.85,23.98
ORD01540,2022-08-01,C0443,P006,2,0.15,Retail,75.51,36.06,39.45
ORD02325,2022-08-01,C0481,P007,1,0.05,Retail,494.3,334.65,159.65
ORD00423,2022-08-01,C0290,P017,2,0.1,Retail,155.27,70.74,84.53
ORD00795,2022-08-01,C0309,P016,1,0.0,Direct Sales,371.55,246.94,124.61
ORD02246,2022-08-02,C0134,P005,1,0.15,Retail,446.63,244.43,202.2
ORD00415,2022-08-02,C0365,P011,3,0.0,Online,1094.46,745.86,348.6
ORD04906,2022-08-03,C0447,P014,5,0.1,Retail,758.02,439.35,318.67
ORD03792,2022-08-03,C0275,P009,3,0.05,Online,707.54,385.95,321.59
ORD00269,2022-08-03,C0240,P009,4,0.05,Online,943.39,514.6,428.79
ORD00262,2022-08-04,C0205,P017,5,0.0,Wholesale,431.3,176.85,254.45
ORD00675,2022-08-04,C0345,P013,1,0.0,Retail,421.24,187.87,233.37
ORD04466,2022-08-04,C0491,P008,1,0.0,Wholesale,122.99,80.91,42.08
ORD04488,2022-08-04,C0296,P002,1,0.1,Wholesale,536.75,295.48,241.27
ORD02589,2022-08-05,C0057,P010,2,0.1,Wholesale,529.87,356.92,172.95
ORD01629,2022-08-05,C0231,P005,1,0.1,Retail,472.9,244.43,228.47
ORD03507,2022-08-05,C0420,P009,2,0.0,Wholesale,496.52,257.3,239.22
ORD03266,2022-08-06,C0338,P014,3,0.05,Online,480.08,263.61,216.47
ORD00512,2022-08-06,C0442,P004,3,0.15,Online,194.77,97.95,96.82
ORD02907,2022-08-06,C0458,P004,2,0.0,Online,152.76,65.3,87.46
ORD00146,2022-08-06,C0328,P012,2,0.1,Direct Sales,388.1,247.88,140.22
ORD01701,2022-08-06,C0294,P017,1,0.0,Retail,86.26,35.37,50.89
ORD04499,2022-08-06,C0201,P012,2,0.1,Direct Sales,388.1,247.88,140.22
ORD00294,2022-08-07,C0265,P010,4,0.0,Retail,1177.48,713.84,463.64
ORD04619,2022-08-07,C0230,P018,3,0.0,Retail,2632.83,1159.8,1473.03
ORD03425,2022-08-07,C0021,P016,1,0.2,Retail,297.24,246.94,50.3
ORD04828,2022-08-07,C0004,P005,1,0.1,Online,472.9,244.43,228.47
ORD04217,2022-08-07,C0465,P004,1,0.15,Retail,64.92,32.65,32.27
ORD04335,2022-08-07,C0320,P016,2,0.05,Retail,705.94,493.88,212.06
ORD03516,2022-08-07,C0485,P009,2,0.0,Online,496.52,257.3,239.22
ORD01286,2022-08-08,C0169,P008,1,0.2,Direct Sales,98.39,80.91,17.48
ORD02630,2022-08-08,C0298,P007,1,0.0,Retail,520.32,334.65,185.67
ORD03289,2022-08-08,C0402,P001,3,0.05,Retail,1085.68,468.21,617.47
ORD02150,2022-08-08,C0135,P017,2,0.05,Retail,163.89,70.74,93.15
ORD00834,2022-08-08,C0049,P017,2,0.0,Wholesale,172.52,70.74,101.78
ORD02247,2022-08-08,C0424,P012,3,0.05,Online,614.49,371.82,242.67
ORD00136,2022-08-08,C0260,P008,1,0.1,Retail,110.69,80.91,29.78
ORD00647,2022-08-08,C0459,P003,2,0.0,Retail,210.74,141.7,69.04
ORD01183,2022-08-09,C0428,P012,2,0.05,Direct Sales,409.66,247.88,161.78
ORD00653,2022-08-09,C0073,P005,1,0.0,Direct Sales,525.45,244.43,281.02
ORD03075,2022-08-09,C0179,P004,1,0.0,Retail,76.38,32.65,43.73
ORD00875,2022-08-09,C0452,P010,1,0.1,Retail,264.93,178.46,86.47
ORD02903,2022-08-09,C0067,P019,3,0.0,Retail,547.62,386.4,161.22
ORD00632,2022-08-09,C0462,P012,1,0.1,Online,194.05,123.94,70.11
ORD01522,2022-08-10,C0060,P020,1,0.0,Retail,506.13,276.85,229.28
ORD02373,2022-08-10,C0105,P011,1,0.0,Online,364.82,248.62,116.2
ORD04656,2022-08-10,C0063,P015,3,0.1,Online,882.33,723.12,159.21
ORD01928,2022-08-11,C0429,P011,1,0.0,Wholesale,364.82,248.62,116.2
ORD01280,2022-08-11,C0003,P017,5,0.0,Online,431.3,176.85,254.45
ORD01441,2022-08-11,C0193,P017,1,0.0,Online,86.26,35.37,50.89
ORD00816,2022-08-11,C0115,P001,5,0.0,Online,1904.7,780.35,1124.35
ORD02946,2022-08-12,C0219,P013,3,0.05,Wholesale,1200.53,563.61,636.92
ORD00365,2022-08-12,C0322,P007,2,0.1,Direct Sales,936.58,669.3,267.28
ORD04596,2022-08-12,C0037,P018,4,0.0,Online,3510.44,1546.4,1964.04
ORD01747,2022-08-12,C0265,P012,4,0.05,Retail,819.32,495.76,323.56
ORD02545,2022-08-12,C0158,P018,1,0.1,Retail,789.85,386.6,403.25
ORD01694,2022-08-12,C0414,P008,2,0.0,Wholesale,245.98,161.82,84.16
ORD02702,2022-08-13,C0117,P013,2,0.0,Online,842.48,375.74,466.74
ORD04340,2022-08-13,C0248,P020,1,0.05,Direct Sales,480.82,276.85,203.97
ORD00372,2022-08-13,C0483,P007,1,0.0,Retail,520.32,334.65,185.67
ORD04936,2022-08-13,C0234,P008,2,0.0,Online,245.98,161.82,84.16
ORD04054,2022-08-13,C0393,P001,5,0.05,Wholesale,1809.46,780.35,1029.11
ORD02681,2022-08-14,C0408,P004,2,0.05,Wholesale,145.12,65.3,79.82
ORD00635,2022-08-14,C0227,P005,1,0.0,Wholesale,525.45,244.43,281.02
ORD02935,2022-08-14,C0216,P008,1,0.0,Online,122.99,80.91,42.08
ORD03838,2022-08-14,C0428,P016,4,0.0,Wholesale,1486.2,987.76,498.44
ORD04392,2022-08-14,C0121,P006,2,0.0,Wholesale,88.84,36.06,52.78
ORD00804,2022-08-14,C0499,P002,1,0.05,Wholesale,566.57,295.48,271.09
ORD04810,2022-08-15,C0033,P015,1,0.0,Online,326.79,241.04,85.75
ORD04112,2022-08-16,C0338,P011,1,0.0,Retail,364.82,248.62,116.2
ORD01678,2022-08-16,C0464,P010,1,0.0,Wholesale,294.37,178.46,115.91
ORD02463,2022-08-16,C0317,P004,1,0.2,Online,61.1,32.65,28.45
ORD02439,2022-08-16,C0120,P010,2,0.15,Retail,500.43,356.92,143.51
ORD01013,2022-08-17,C0480,P001,2,0.0,Retail,761.88,312.14,449.74
ORD01348,2022-08-17,C0147,P015,4,0.0,Online,1307.16,964.16,343.0
ORD02840,2022-08-17,C0260,P020,2,0.05,Online,961.65,553.7,407.95
ORD01036,2022-08-17,C0285,P002,1,0.15,Retail,506.93,295.48,211.45
ORD00060,2022-08-17,C0435,P005,4,0.05,Online,1996.71,977.72,1018.99
ORD01493,2022-08-18,C0251,P007,2,0.05,Wholesale,988.61,669.3,319.31
ORD02376,2022-08-18,C0450,P015,3,0.0,Wholesale,980.37,723.12,257.25
ORD03974,2022-08-18,C0285,P009,2,0.0,Online,496.52,257.3,239.22
ORD01726,2022-08-19,C0215,P002,1,0.0,Retail,596.39,295.48,300.91
ORD00342,2022-08-19,C0436,P014,2,0.1,Retail,303.21,175.74,127.47
ORD00833,2022-08-19,C0156,P016,1,0.0,Direct Sales,371.55,246.94,124.61
ORD01862,2022-08-19,C0301,P007,5,0.2,Retail,2081.28,1673.25,408.03
ORD04742,2022-08-19,C0475,P002,1,0.0,Online,596.39,295.48,300.91
ORD01743,2022-08-20,C0486,P015,1,0.0,Direct Sales,326.79,241.04,85.75
ORD02010,2022-08-20,C0469,P011,1,0.0,Online,364.82,248.62,116.2
ORD03331,2022-08-20,C0160,P015,1,0.05,Retail,310.45,241.04,69.41
ORD04442,2022-08-20,C0298,P020,1,0.0,Online,506.13,276.85,229.28
ORD00267,2022-08-20,C0065,P011,1,0.15,Retail,310.1,248.62,61.48
ORD01693,2022-08-20,C0385,P010,1,0.05,Retail,279.65,178.46,101.19
ORD00537,2022-08-20,C0101,P019,3,0.0,Wholesale,547.62,386.4,161.22
ORD01589,2022-08-20,C0343,P013,2,0.05,Wholesale,800.36,375.74,424.62
ORD03307,2022-08-21,C0134,P014,1,0.0,Online,168.45,87.87,80.58
ORD02353,2022-08-21,C0408,P007,1,0.2,Online,416.26,334.65,81.61
ORD00028,2022-08-21,C0005,P007,3,0.0,Wholesale,1560.96,1003.95,557.01
ORD01471,2022-08-21,C0010,P002,3,0.1,Wholesale,1610.25,886.44,723.81
ORD00842,2022-08-21,C0384,P004,4,0.15,Retail,259.69,130.6,129.09
ORD00761,2022-08-21,C0381,P017,5,0.0,Wholesale,431.3,176.85,254.45
ORD04785,2022-08-22,C0383,P006,4,0.0,Online,177.68,72.12,105.56
ORD02135,2022-08-23,C0207,P019,1,0.0,Online,182.54,128.8,53.74
ORD02736,2022-08-23,C0028,P014,4,0.15,Direct Sales,572.73,351.48,221.25
ORD01457,2022-08-23,C0060,P002,2,0.15,Online,1013.86,590.96,422.9
ORD01908,2022-08-23,C0315,P003,1,0.05,Wholesale,100.1,70.85,29.25
ORD03123,2022-08-23,C0136,P006,2,0.1,Retail,79.96,36.06,43.9
ORD03366,2022-08-24,C0127,P020,5,0.0,Online,2530.65,1384.25,1146.4
ORD04259,2022-08-24,C0285,P011,1,0.1,Wholesale,328.34,248.62,79.72
ORD03171,2022-08-24,C0064,P019,1,0.0,Online,182.54,128.8,53.74
ORD00296,2022-08-24,C0291,P014,4,0.0,Direct Sales,673.8,351.48,322.32
ORD04528,2022-08-25,C0488,P012,4,0.0,Retail,862.44,495.76,366.68
ORD02501,2022-08-25,C0202,P013,1,0.0,Online,421.24,187.87,233.37
ORD04887,2022-08-25,C0137,P002,1,0.05,Retail,566.57,295.48,271.09
ORD02465,2022-08-25,C0114,P019,1,0.0,Wholesale,182.54,128.8,53.74
ORD03401,2022-08-26,C0399,P007,1,0.0,Wholesale,520.32,334.65,185.67
ORD04224,2022-08-26,C0014,P016,1,0.2,Online,297.24,246.94,50.3
ORD00773,2022-08-26,C0438,P007,1,0.05,Online,494.3,334.65,159.65
ORD03292,2022-08-26,C0079,P007,2,0.05,Online,988.61,669.3,319.31
ORD03399,2022-08-26,C0037,P004,1,0.05,Online,72.56,32.65,39.91
ORD02832,2022-08-26,C0439,P007,1,0.1,Online,468.29,334.65,133.64
ORD03214,2022-08-26,C0050,P018,1,0.0,Wholesale,877.61,386.6,491.01
ORD03909,2022-08-27,C0360,P012,2,0.0,Online,431.22,247.88,183.34
ORD01250,2022-08-27,C0052,P008,2,0.05,Direct Sales,233.68,161.82,71.86
ORD00097,2022-08-27,C0222,P016,2,0.0,Online,743.1,493.88,249.22
ORD01579,2022-08-27,C0252,P012,2,0.0,Retail,431.22,247.88,183.34
ORD04384,2022-08-27,C0485,P006,1,0.0,Retail,44.42,18.03,26.39
ORD00311,2022-08-27,C0355,P006,2,0.1,Online,79.96,36.06,43.9
ORD02683,2022-08-28,C0394,P015,3,0.2,Retail,784.3,723.12,61.18
ORD04734,2022-08-28,C0424,P015,1,0.0,Retail,326.79,241.04,85.75
ORD04094,2022-08-28,C0186,P018,1,0.05,Direct Sales,833.73,386.6,447.13
ORD00682,2022-08-28,C0244,P005,2,0.2,Retail,840.72,488.86,351.86
ORD01432,2022-08-28,C0026,P007,1,0.1,Online,468.29,334.65,133.64
ORD02326,2022-08-28,C0222,P011,4,0.0,Online,1459.28,994.48,464.8
ORD04008,2022-08-29,C0431,P001,1,0.0,Online,380.94,156.07,224.87
ORD00672,2022-08-29,C0371,P015,1,0.0,Direct Sales,326.79,241.04,85.75
ORD03895,2022-08-29,C0454,P003,3,0.15,Wholesale,268.69,212.55,56.14
ORD00983,2022-08-30,C0333,P004,1,0.1,Wholesale,68.74,32.65,36.09
ORD04955,2022-08-30,C0124,P012,2,0.0,Retail,431.22,247.88,183.34
